Name,Automatic placement performance (domain) report CSV
Type,Automatic placement (domain)
Frequency,One time
Date range,Last month
Dates,"May 1, 2015-May 31, 2015"
Account,Domain,Customer ID,Clicks,Impressions,Campaign,Special category
Rock Solid Countertops,wikia.com,690-079-5569,0,15,Remarketing, --
Rock Solid Countertops,whitepages.com,690-079-5569,0,45,Remarketing, --
Rock Solid Countertops,virginmedia.com,690-079-5569,0,11,Remarketing, --
Rock Solid Countertops,skodn.com,690-079-5569,1,6,Remarketing, --
Rock Solid Countertops,websudoku.com,690-079-5569,0,6,Remarketing, --
Rock Solid Countertops,spectator.org,690-079-5569,0,34,Remarketing, --
Rock Solid Countertops,comicvine.com,690-079-5569,0,5,Remarketing, --
Rock Solid Countertops,celebtodaynews.com,690-079-5569,0,23,Remarketing, --
Rock Solid Countertops,chaytoday.ca,690-079-5569,0,8,Remarketing, --
Rock Solid Countertops,myfolia.com,690-079-5569,0,5,Remarketing, --
Rock Solid Countertops,dailykos.com,690-079-5569,0,66,Remarketing, --
Rock Solid Countertops,garagesalefinder.com,690-079-5569,0,24,Remarketing, --
Rock Solid Countertops,housebeautiful.com,690-079-5569,0,7,Remarketing, --
Rock Solid Countertops,usnews.com,690-079-5569,1,49,Remarketing, --
Rock Solid Countertops,mobileapp::2-com.doapps.id2979,690-079-5569,0,24,Remarketing, --
Rock Solid Countertops,mrmovietimes.com,690-079-5569,0,16,Remarketing, --
Rock Solid Countertops,britannica.com,690-079-5569,0,5,Remarketing, --
Rock Solid Countertops,rentuntilyouown.com,690-079-5569,0,10,Remarketing, --
Rock Solid Countertops,foodio54.com,690-079-5569,1,3,Remarketing, --
Rock Solid Countertops,stylebistro.com,690-079-5569,1,37,Remarketing, --
Rock Solid Countertops,comcast.net,690-079-5569,0,12,Remarketing, --
Rock Solid Countertops,hypster.guru,690-079-5569,0,10,Remarketing, --
Rock Solid Countertops,exphonebook.com,690-079-5569,1,2,Remarketing, --
Rock Solid Countertops,mobilegeographics.com,690-079-5569,0,5,Remarketing, --
Rock Solid Countertops,docksearch.com,690-079-5569,0,11,Remarketing, --
Rock Solid Countertops,livesoccertv.com,690-079-5569,0,7,Remarketing, --
Rock Solid Countertops,trustedpsychicmediums.com,690-079-5569,1,2,Remarketing, --
Rock Solid Countertops,postofficehours.net,690-079-5569,0,6,Remarketing, --
Rock Solid Countertops,boardhost.com,690-079-5569,0,69,Remarketing, --
Rock Solid Countertops,thecutekid.com,690-079-5569,0,7,Remarketing, --
Rock Solid Countertops,thetrendingstories.com,690-079-5569,1,11,Remarketing, --
Rock Solid Countertops,traditionalhome.com,690-079-5569,0,36,Remarketing, --
Rock Solid Countertops,independent.ie,690-079-5569,0,10,Remarketing, --
Rock Solid Countertops,worldlifestyle.com,690-079-5569,1,26,Remarketing, --
Rock Solid Countertops,ehow.com,690-079-5569,3,67,Remarketing, --
Rock Solid Countertops,nytimes.com,690-079-5569,1,30,Remarketing, --
Rock Solid Countertops,about.com,690-079-5569,1,234,Remarketing, --
Rock Solid Countertops,activebeat.com,690-079-5569,0,17,Remarketing, --
Rock Solid Countertops,yardbarker.com,690-079-5569,0,5,Remarketing, --
Rock Solid Countertops,jobrapido.com,690-079-5569,0,5,Remarketing, --
Rock Solid Countertops,bostonherald.com,690-079-5569,1,227,Remarketing, --
Rock Solid Countertops,spravkaru.net,690-079-5569,0,7,Remarketing, --
Rock Solid Countertops,toptenreviews.com,690-079-5569,0,14,Remarketing, --
Rock Solid Countertops,accuweather.com,690-079-5569,1,279,Remarketing, --
Rock Solid Countertops,earthlink.net,690-079-5569,0,70,Remarketing, --
Rock Solid Countertops,everydayhealth.com,690-079-5569,0,10,Remarketing, --
Rock Solid Countertops,thestar.com,690-079-5569,0,21,Remarketing, --
Rock Solid Countertops,timetemperature.com,690-079-5569,0,5,Remarketing, --
Rock Solid Countertops,airlinepilotforums.com,690-079-5569,0,6,Remarketing, --
Rock Solid Countertops,rollingstone.com,690-079-5569,0,10,Remarketing, --
Rock Solid Countertops,scrippsmedia.com,690-079-5569,1,43,Remarketing, --
Rock Solid Countertops,amazonaws.com,690-079-5569,0,22,Remarketing, --
Rock Solid Countertops,forsalebyowner.com,690-079-5569,0,6,Remarketing, --
Rock Solid Countertops,skyauction.com,690-079-5569,0,16,Remarketing, --
Rock Solid Countertops,youtube.com,690-079-5569,2,83,Remarketing, --
Rock Solid Countertops,whattoexpect.com,690-079-5569,1,2,Remarketing, --
Rock Solid Countertops,homeplans.com,690-079-5569,0,34,Remarketing, --
Rock Solid Countertops,wikihow.com,690-079-5569,1,88,Remarketing, --
Rock Solid Countertops,thelocal.de,690-079-5569,0,7,Remarketing, --
Rock Solid Countertops,womenfashionbagsonline.com,690-079-5569,0,11,Remarketing, --
Rock Solid Countertops,wickedlocal.com,690-079-5569,0,12,Remarketing, --
Rock Solid Countertops,unskinnyboppy.com,690-079-5569,0,9,Remarketing, --
Rock Solid Countertops,sandiegohomegarden.com,690-079-5569,1,2,Remarketing, --
Rock Solid Countertops,freedmvpracticetests.com,690-079-5569,0,62,Remarketing, --
Rock Solid Countertops,tripbuzz.com,690-079-5569,0,6,Remarketing, --
Rock Solid Countertops,tomorrowoman.com,690-079-5569,0,9,Remarketing, --
Rock Solid Countertops,egokick.com,690-079-5569,2,185,Remarketing, --
Rock Solid Countertops,nypost.com,690-079-5569,0,5,Remarketing, --
Rock Solid Countertops,esquire.com,690-079-5569,0,43,Remarketing, --
Rock Solid Countertops,bossip.com,690-079-5569,0,15,Remarketing, --
Rock Solid Countertops,wisegeek.org,690-079-5569,1,2,Remarketing, --
Rock Solid Countertops,worldschoolphotographs.com,690-079-5569,1,11,Remarketing, --
Rock Solid Countertops,sfacg.com,690-079-5569,0,24,Remarketing, --
Rock Solid Countertops,nbc-2.com,690-079-5569,1,212,Remarketing, --
Rock Solid Countertops,newsmemory.com,690-079-5569,0,64,Remarketing, --
Rock Solid Countertops,weightwatchers.com,690-079-5569,0,7,Remarketing, --
Rock Solid Countertops,witn.com,690-079-5569,1,10,Remarketing, --
Rock Solid Countertops,soapoperadigest.com,690-079-5569,1,15,Remarketing, --
Rock Solid Countertops,klickworthy.com,690-079-5569,0,6,Remarketing, --
Rock Solid Countertops,littlethings.com,690-079-5569,1,9,Remarketing, --
Rock Solid Countertops,rachaelrayshow.com,690-079-5569,0,7,Remarketing, --
Rock Solid Countertops,answers.com,690-079-5569,3,512,Remarketing, --
Rock Solid Countertops,peeplo.com,690-079-5569,1,2,Remarketing, --
Rock Solid Countertops,truetwit.com,690-079-5569,0,14,Remarketing, --
Rock Solid Countertops,stltoday.com,690-079-5569,0,13,Remarketing, --
Rock Solid Countertops,phogely.com,690-079-5569,1,1,Remarketing, --
Rock Solid Countertops,bostonglobe.com,690-079-5569,0,14,Remarketing, --
Rock Solid Countertops,middletownpress.com,690-079-5569,0,60,Remarketing, --
Rock Solid Countertops,swapalease.com,690-079-5569,0,19,Remarketing, --
Rock Solid Countertops,practicalclinicalskills.com,690-079-5569,0,6,Remarketing, --
Rock Solid Countertops,playbuzz.com,690-079-5569,0,5,Remarketing, --
Rock Solid Countertops,dogtricktips.com,690-079-5569,0,22,Remarketing, --
Rock Solid Countertops,baltimoresun.com,690-079-5569,0,5,Remarketing, --
Rock Solid Countertops,xfinity.com,690-079-5569,0,32,Remarketing, --
Rock Solid Countertops,finanzen.net,690-079-5569,0,15,Remarketing, --
Rock Solid Countertops,famousbirthdays.com,690-079-5569,0,10,Remarketing, --
Rock Solid Countertops,myfitnesspal.com,690-079-5569,0,149,Remarketing, --
Rock Solid Countertops,theweathernetwork.com,690-079-5569,0,6,Remarketing, --
Rock Solid Countertops,homeportfolio.com,690-079-5569,0,10,Remarketing, --
Rock Solid Countertops,thehealthyhomeeconomist.com,690-079-5569,1,3,Remarketing, --
Rock Solid Countertops,tatto-pictures.com,690-079-5569,1,2,Remarketing, --
Rock Solid Countertops,yougorhymes.com,690-079-5569,0,5,Remarketing, --
Rock Solid Countertops,kennythepirate.com,690-079-5569,0,14,Remarketing, --
Rock Solid Countertops,news-press.com,690-079-5569,0,23,Remarketing, --
Rock Solid Countertops,fauowlaccess.com,690-079-5569,0,5,Remarketing, --
Rock Solid Countertops,nbcsports.com,690-079-5569,1,111,Remarketing, --
Rock Solid Countertops,hgtv.ca,690-079-5569,0,10,Remarketing, --
Rock Solid Countertops,dallasnews.com,690-079-5569,0,5,Remarketing, --
Rock Solid Countertops,travelmath.com,690-079-5569,1,11,Remarketing, --
Rock Solid Countertops,kitchen-remodeling-pictures.com,690-079-5569,0,6,Remarketing, --
Rock Solid Countertops,jantareview.com,690-079-5569,0,6,Remarketing, --
Rock Solid Countertops,homebrewtalk.com,690-079-5569,1,5,Remarketing, --
Rock Solid Countertops,barnesandnoble.com,690-079-5569,0,5,Remarketing, --
Rock Solid Countertops,ap.org,690-079-5569,0,10,Remarketing, --
Rock Solid Countertops,mordocrosswords.com,690-079-5569,0,5,Remarketing, --
Rock Solid Countertops,usatoday.com,690-079-5569,1,67,Remarketing, --
Rock Solid Countertops,lifescript.com,690-079-5569,0,40,Remarketing, --
Rock Solid Countertops,nokdoc.com,690-079-5569,0,9,Remarketing, --
Rock Solid Countertops,bbc.com,690-079-5569,0,74,Remarketing, --
Rock Solid Countertops,iheartdogs.com,690-079-5569,0,38,Remarketing, --
Rock Solid Countertops,coolhouseplans.com,690-079-5569,0,11,Remarketing, --
Rock Solid Countertops,examsjournal.com,690-079-5569,0,16,Remarketing, --
Rock Solid Countertops,infodermatologia.com,690-079-5569,1,1,Remarketing, --
Rock Solid Countertops,thecookingmom.com,690-079-5569,0,6,Remarketing, --
Rock Solid Countertops,barrons.com,690-079-5569,0,5,Remarketing, --
Rock Solid Countertops,pophitz.com,690-079-5569,0,30,Remarketing, --
Rock Solid Countertops,press-herald.com,690-079-5569,0,76,Remarketing, --
Rock Solid Countertops,tmz.com,690-079-5569,0,46,Remarketing, --
Rock Solid Countertops,willcookforsmiles.com,690-079-5569,0,12,Remarketing, --
Rock Solid Countertops,puppylovernews.com,690-079-5569,0,7,Remarketing, --
Rock Solid Countertops,nationalenquirer.com,690-079-5569,0,7,Remarketing, --
Rock Solid Countertops,wimp.com,690-079-5569,0,7,Remarketing, --
Rock Solid Countertops,md-health.com,690-079-5569,1,1,Remarketing, --
Rock Solid Countertops,instappraisal.com,690-079-5569,1,5,Remarketing, --
Rock Solid Countertops,peoplefinders.com,690-079-5569,0,5,Remarketing, --
Rock Solid Countertops,listverse.com,690-079-5569,0,5,Remarketing, --
Rock Solid Countertops,finviz.com,690-079-5569,0,69,Remarketing, --
Rock Solid Countertops,investopedia.com,690-079-5569,1,1,Remarketing, --
Rock Solid Countertops,schooldigger.com,690-079-5569,1,1,Remarketing, --
Rock Solid Countertops,allyou.com,690-079-5569,0,11,Remarketing, --
Rock Solid Countertops,rare.us,690-079-5569,0,6,Remarketing, --
Rock Solid Countertops,lucianne.com,690-079-5569,0,11,Remarketing, --
Rock Solid Countertops,buzzlie.com,690-079-5569,0,36,Remarketing, --
Rock Solid Countertops,tides4fishing.com,690-079-5569,0,6,Remarketing, --
Rock Solid Countertops,intouchweekly.com,690-079-5569,0,6,Remarketing, --
Rock Solid Countertops,yelp.com,690-079-5569,1,6,Remarketing, --
Rock Solid Countertops,justjared.com,690-079-5569,0,7,Remarketing, --
Rock Solid Countertops,moviewavs.com,690-079-5569,0,6,Remarketing, --
Rock Solid Countertops,wunderground.com,690-079-5569,0,10,Remarketing, --
Rock Solid Countertops,wizzed.com,690-079-5569,0,39,Remarketing, --
Rock Solid Countertops,salary.com,690-079-5569,0,37,Remarketing, --
Rock Solid Countertops,diply.com,690-079-5569,0,20,Remarketing, --
Rock Solid Countertops,123certificates.com,690-079-5569,0,14,Remarketing, --
Rock Solid Countertops,petbreeds.com,690-079-5569,0,73,Remarketing, --
Rock Solid Countertops,cntraveler.com,690-079-5569,0,20,Remarketing, --
Rock Solid Countertops,littlebudha.com,690-079-5569,0,17,Remarketing, --
Rock Solid Countertops,conservativetribune.com,690-079-5569,3,19,Remarketing, --
Rock Solid Countertops,excite.com,690-079-5569,0,7,Remarketing, --
Rock Solid Countertops,msgossip.com,690-079-5569,0,7,Remarketing, --
Rock Solid Countertops,americanthinker.com,690-079-5569,1,48,Remarketing, --
Rock Solid Countertops,pipesmokersforum.com,690-079-5569,0,56,Remarketing, --
Rock Solid Countertops,trulia.com,690-079-5569,1,93,Remarketing, --
Rock Solid Countertops,trendir.com,690-079-5569,0,8,Remarketing, --
Rock Solid Countertops,thedoctorstv.com,690-079-5569,0,6,Remarketing, --
Rock Solid Countertops,dslreports.com,690-079-5569,0,5,Remarketing, --
Rock Solid Countertops,beliefnet.com,690-079-5569,0,6,Remarketing, --
Rolling Shield,guatefutbol.com,996-180-2975,0,10,Remarketing, --
Rolling Shield,bluelionsports.com,996-180-2975,0,7,Remarketing, --
Rolling Shield,networksolutions.com,996-180-2975,0,5,Remarketing, --
Rolling Shield,mobileapp::2-com.equibase.todaysracing,996-180-2975,0,25,Remarketing, --
Rolling Shield,eventful.com,996-180-2975,0,5,Remarketing, --
Rolling Shield,mobileapp::1-718873921,996-180-2975,0,78,Remarketing, --
Rolling Shield,cargurus.com,996-180-2975,0,33,Remarketing, --
Rolling Shield,drugs.com,996-180-2975,1,121,Remarketing, --
Rolling Shield,wmnlife.com,996-180-2975,0,5,Remarketing, --
Rolling Shield,zararlari.com,996-180-2975,2,2,Remarketing, --
Rolling Shield,nydailynews.com,996-180-2975,0,50,Remarketing, --
Rolling Shield,corporationwiki.com,996-180-2975,0,12,Remarketing, --
Rolling Shield,quizly.io,996-180-2975,0,16,Remarketing, --
Rolling Shield,vottle.com,996-180-2975,0,6,Remarketing, --
Rolling Shield,harley-davidsonforums.com,996-180-2975,0,28,Remarketing, --
Rolling Shield,mobileapp::2-com.pas.webcam,996-180-2975,1,4,Remarketing, --
Rolling Shield,elpinguino.com,996-180-2975,0,19,Remarketing, --
Rolling Shield,discuss.com.hk,996-180-2975,0,11,Remarketing, --
Rolling Shield,makeupalley.com,996-180-2975,0,39,Remarketing, --
Rolling Shield,bikeforums.net,996-180-2975,2,30,Remarketing, --
Rolling Shield,itmoldova.com,996-180-2975,0,19,Remarketing, --
Rolling Shield,0-60.reviews,996-180-2975,0,5,Remarketing, --
Rolling Shield,elpais.com.co,996-180-2975,0,27,Remarketing, --
Rolling Shield,tvguide.com,996-180-2975,0,18,Remarketing, --
Rolling Shield,homes.com,996-180-2975,1,28,Remarketing, --
Rolling Shield,nlclassifieds.com,996-180-2975,0,33,Remarketing, --
Rolling Shield,rc-evo.com,996-180-2975,0,218,Remarketing, --
Rolling Shield,onegoodthingbyjillee.com,996-180-2975,0,5,Remarketing, --
Rolling Shield,rightwingnews.com,996-180-2975,1,5,Remarketing, --
Rolling Shield,velocity.com,996-180-2975,0,7,Remarketing, --
Rolling Shield,menupix.com,996-180-2975,0,7,Remarketing, --
Rolling Shield,boatquest.com,996-180-2975,0,12,Remarketing, --
Rolling Shield,lakemartin.com,996-180-2975,0,5,Remarketing, --
Rolling Shield,topcashback.com,996-180-2975,0,6,Remarketing, --
Rolling Shield,zing.vn,996-180-2975,0,28,Remarketing, --
Rolling Shield,hellopeter.com,996-180-2975,0,6,Remarketing, --
Rolling Shield,yamcu.com,996-180-2975,1,2,Remarketing, --
Rolling Shield,denverpost.com,996-180-2975,0,11,Remarketing, --
Rolling Shield,theonion.com,996-180-2975,0,5,Remarketing, --
Rolling Shield,starpulse.com,996-180-2975,0,25,Remarketing, --
Rolling Shield,venganzasdelpasado.com.ar,996-180-2975,0,33,Remarketing, --
Rolling Shield,radaronline.com,996-180-2975,0,35,Remarketing, --
Rolling Shield,storm-solutions.net,996-180-2975,1,1,Remarketing, --
Rolling Shield,viralsmash.org,996-180-2975,0,6,Remarketing, --
Rolling Shield,legacy.com,996-180-2975,1,189,Remarketing, --
Rolling Shield,sport.es,996-180-2975,0,58,Remarketing, --
Rolling Shield,pcpro.co.uk,996-180-2975,1,7,Remarketing, --
Rolling Shield,eastwood.com,996-180-2975,0,6,Remarketing, --
Rolling Shield,mobileapp::1-364257176,996-180-2975,0,5,Remarketing, --
Rolling Shield,pointstreak.com,996-180-2975,0,23,Remarketing, --
Rolling Shield,wine-searcher.com,996-180-2975,0,6,Remarketing, --
Rolling Shield,weekendcollective.com,996-180-2975,0,12,Remarketing, --
Rolling Shield,ocala4sale.com,996-180-2975,0,17,Remarketing, --
Rolling Shield,srnieuws.com,996-180-2975,0,36,Remarketing, --
Rolling Shield,build.com,996-180-2975,0,8,Remarketing, --
Rolling Shield,politicalcortadito.com,996-180-2975,0,7,Remarketing, --
Rolling Shield,diabeticlivingonline.com,996-180-2975,0,10,Remarketing, --
Rolling Shield,creatingreallyawesomefreethings.com,996-180-2975,1,4,Remarketing, --
Rolling Shield,autotraderclassics.com,996-180-2975,0,12,Remarketing, --
Rolling Shield,evysledky.com,996-180-2975,0,13,Remarketing, --
Rolling Shield,goodtips4men.com,996-180-2975,1,1,Remarketing, --
Rolling Shield,tinyhouseblog.com,996-180-2975,0,6,Remarketing, --
Rolling Shield,maxfeed.net,996-180-2975,0,7,Remarketing, --
Rolling Shield,thefarcereport.com,996-180-2975,0,65,Remarketing, --
Rolling Shield,familytreenow.com,996-180-2975,1,196,Remarketing, --
Rolling Shield,mobileapp::1-465814696,996-180-2975,0,7,Remarketing, --
Rolling Shield,folha.com,996-180-2975,0,13,Remarketing, --
Rolling Shield,on.cc,996-180-2975,0,9,Remarketing, --
Rolling Shield,suntimes.com,996-180-2975,0,10,Remarketing, --
Rolling Shield,winknews.com,996-180-2975,0,84,Remarketing, --
Rolling Shield,runningintheusa.com,996-180-2975,0,6,Remarketing, --
Rolling Shield,flirchi.com,996-180-2975,0,19,Remarketing, --
Rolling Shield,theweathernetwork.com,996-180-2975,0,56,Remarketing, --
Rolling Shield,rollingstone.com,996-180-2975,0,6,Remarketing, --
Rolling Shield,jrank.org,996-180-2975,1,1,Remarketing, --
Rolling Shield,laduenews.com,996-180-2975,0,8,Remarketing, --
Rolling Shield,cntraveler.com,996-180-2975,0,10,Remarketing, --
Rolling Shield,thewebtrovert.com,996-180-2975,0,32,Remarketing, --
Rolling Shield,toptenhen.com,996-180-2975,0,21,Remarketing, --
Rolling Shield,trifind.com,996-180-2975,0,31,Remarketing, --
Rolling Shield,courier-journal.com,996-180-2975,0,5,Remarketing, --
Rolling Shield,thestreet.com,996-180-2975,0,44,Remarketing, --
Rolling Shield,lathes.co.uk,996-180-2975,0,95,Remarketing, --
Rolling Shield,web.de,996-180-2975,0,13,Remarketing, --
Rolling Shield,drillyourownwell.com,996-180-2975,0,6,Remarketing, --
Rolling Shield,myfirstworld.com,996-180-2975,0,6,Remarketing, --
Rolling Shield,theactivetimes.com,996-180-2975,0,9,Remarketing, --
Rolling Shield,dohop.com,996-180-2975,0,6,Remarketing, --
Rolling Shield,vecernji.hr,996-180-2975,0,7,Remarketing, --
Rolling Shield,wildceleb.com,996-180-2975,0,8,Remarketing, --
Rolling Shield,geoview.info,996-180-2975,1,1,Remarketing, --
Rolling Shield,zacks.com,996-180-2975,0,9,Remarketing, --
Rolling Shield,ap.org,996-180-2975,0,14,Remarketing, --
Rolling Shield,mmaweekly.com,996-180-2975,1,20,Remarketing, --
Rolling Shield,tetsuharukubota.com,996-180-2975,0,8,Remarketing, --
Rolling Shield,bradsdeals.com,996-180-2975,0,5,Remarketing, --
Rolling Shield,akcniceny.cz,996-180-2975,0,9,Remarketing, --
Rolling Shield,qpolitical.com,996-180-2975,1,4,Remarketing, --
Rolling Shield,popupexplorer.com,996-180-2975,0,6,Remarketing, --
Rolling Shield,rd.com,996-180-2975,0,19,Remarketing, --
Rolling Shield,alot.com,996-180-2975,0,7,Remarketing, --
Rolling Shield,ambito.com,996-180-2975,0,23,Remarketing, --
Rolling Shield,inquirer.net,996-180-2975,0,8,Remarketing, --
Rolling Shield,unionradio.net,996-180-2975,0,20,Remarketing, --
Rolling Shield,barnesandnoble.com,996-180-2975,0,6,Remarketing, --
Rolling Shield,lenovo.com,996-180-2975,0,23,Remarketing, --
Rolling Shield,appliancerepair.net,996-180-2975,0,5,Remarketing, --
Rolling Shield,recetasgratis.net,996-180-2975,1,1,Remarketing, --
Rolling Shield,leftlanenews.com,996-180-2975,0,5,Remarketing, --
Rolling Shield,local10.com,996-180-2975,0,18,Remarketing, --
Rolling Shield,mobileapp::2-com.aws.android,996-180-2975,0,10,Remarketing, --
Rolling Shield,kulichki.net,996-180-2975,0,7,Remarketing, --
Rolling Shield,checkthisyo.com,996-180-2975,0,17,Remarketing, --
Rolling Shield,dubizzle.com,996-180-2975,0,17,Remarketing, --
Rolling Shield,about.com,996-180-2975,1,344,Remarketing, --
Rolling Shield,khalil-shreateh.com,996-180-2975,0,9,Remarketing, --
Rolling Shield,contractortalk.com,996-180-2975,0,6,Remarketing, --
Rolling Shield,consumeraffairs.com,996-180-2975,0,16,Remarketing, --
Rolling Shield,diarioecologia.com,996-180-2975,1,3,Remarketing, --
Rolling Shield,gumtree.com.au,996-180-2975,0,46,Remarketing, --
Rolling Shield,beachhunter.net,996-180-2975,0,5,Remarketing, --
Rolling Shield,yello.ae,996-180-2975,0,10,Remarketing, --
Rolling Shield,famefocus.com,996-180-2975,0,7,Remarketing, --
Rolling Shield,salaryexpert.com,996-180-2975,0,6,Remarketing, --
Rolling Shield,interesticle.com,996-180-2975,0,6,Remarketing, --
Rolling Shield,amplifinder.biz,996-180-2975,0,12,Remarketing, --
Rolling Shield,howstuffworks.com,996-180-2975,0,7,Remarketing, --
Rolling Shield,motorauthority.com,996-180-2975,1,5,Remarketing, --
Rolling Shield,dogoo.com,996-180-2975,0,5,Remarketing, --
Rolling Shield,mail.com,996-180-2975,0,211,Remarketing, --
Rolling Shield,sltrib.com,996-180-2975,1,4,Remarketing, --
Rolling Shield,viralnova.com,996-180-2975,2,139,Remarketing, --
Rolling Shield,wfaa.com,996-180-2975,0,9,Remarketing, --
Rolling Shield,azlifewave.com,996-180-2975,0,8,Remarketing, --
Rolling Shield,cheap-phones.com,996-180-2975,0,5,Remarketing, --
Rolling Shield,biggeekdad.com,996-180-2975,1,1,Remarketing, --
Rolling Shield,cranenetwork.com,996-180-2975,0,8,Remarketing, --
Rolling Shield,kplctv.com,996-180-2975,0,5,Remarketing, --
Rolling Shield,recenzie-hotelov.sk,996-180-2975,0,24,Remarketing, --
Rolling Shield,perfectlytimedimages.com,996-180-2975,0,5,Remarketing, --
Rolling Shield,timetobreak.com,996-180-2975,0,18,Remarketing, --
Rolling Shield,albanianpersonals.com,996-180-2975,0,6,Remarketing, --
Rolling Shield,ourtime.com,996-180-2975,0,14,Remarketing, --
Rolling Shield,naplesnews.com,996-180-2975,1,12,Remarketing, --
Rolling Shield,newsmemory.com,996-180-2975,0,62,Remarketing, --
Rolling Shield,parents.com,996-180-2975,0,8,Remarketing, --
Rolling Shield,lovethispic.com,996-180-2975,1,5,Remarketing, --
Rolling Shield,eluniversal.com.co,996-180-2975,0,31,Remarketing, --
Rolling Shield,computrabajo.com.ar,996-180-2975,0,11,Remarketing, --
Rolling Shield,hotelcoupons.com,996-180-2975,0,12,Remarketing, --
Rolling Shield,paginasamarillas.com,996-180-2975,0,10,Remarketing, --
Rolling Shield,cumhuriyet.com.tr,996-180-2975,0,7,Remarketing, --
Rolling Shield,indianexpress.com,996-180-2975,0,15,Remarketing, --
Rolling Shield,allwomenstalk.com,996-180-2975,0,5,Remarketing, --
Rolling Shield,irishenvy.com,996-180-2975,1,4,Remarketing, --
Rolling Shield,cubaenmiami.com,996-180-2975,0,6,Remarketing, --
Rolling Shield,match.com,996-180-2975,0,23,Remarketing, --
Rolling Shield,elpais.com,996-180-2975,0,14,Remarketing, --
Rolling Shield,bylandwaterandair.com,996-180-2975,0,12,Remarketing, --
Rolling Shield,allyou.com,996-180-2975,0,6,Remarketing, --
Rolling Shield,patch.com,996-180-2975,0,5,Remarketing, --
Rolling Shield,peopleaz.org,996-180-2975,0,8,Remarketing, --
Rolling Shield,100percentfedup.com,996-180-2975,0,6,Remarketing, --
Rolling Shield,mapsofworld.com,996-180-2975,0,7,Remarketing, --
Rolling Shield,xda-developers.com,996-180-2975,0,7,Remarketing, --
Rolling Shield,punchbowl.com,996-180-2975,1,7,Remarketing, --
Rolling Shield,cooks.com,996-180-2975,0,13,Remarketing, --
Rolling Shield,mobileapp::2-com.bluetornadosf.smartypants,996-180-2975,0,10,Remarketing, --
Rolling Shield,ni.dk,996-180-2975,0,6,Remarketing, --
Rolling Shield,koaci.com,996-180-2975,0,18,Remarketing, --
Rolling Shield,davesgarden.com,996-180-2975,1,8,Remarketing, --
Rolling Shield,24sata.hr,996-180-2975,0,9,Remarketing, --
Rolling Shield,maxpreps.com,996-180-2975,0,6,Remarketing, --
Rolling Shield,csfd.cz,996-180-2975,0,5,Remarketing, --
Rolling Shield,proboxing-fans.com,996-180-2975,0,5,Remarketing, --
Rolling Shield,ole.com.ar,996-180-2975,0,67,Remarketing, --
Rolling Shield,novini.bg,996-180-2975,0,26,Remarketing, --
Rolling Shield,dagbladet.no,996-180-2975,0,6,Remarketing, --
Rolling Shield,lanacion.com.ar,996-180-2975,0,67,Remarketing, --
Rolling Shield,free-cross-stitch-pattern.com,996-180-2975,0,6,Remarketing, --
Rolling Shield,gagsplanet.com,996-180-2975,1,8,Remarketing, --
Rolling Shield,vidyomani.com,996-180-2975,0,7,Remarketing, --
Rolling Shield,dakstats.com,996-180-2975,0,7,Remarketing, --
Rolling Shield,point2homes.com,996-180-2975,0,12,Remarketing, --
Rolling Shield,greetingsisland.com,996-180-2975,0,14,Remarketing, --
Rolling Shield,breitbart.com,996-180-2975,0,123,Remarketing, --
Rolling Shield,homewyse.com,996-180-2975,0,16,Remarketing, --
Rolling Shield,hallmarkchannel.com,996-180-2975,0,7,Remarketing, --
Rolling Shield,talkingpointsmemo.com,996-180-2975,0,61,Remarketing, --
Rolling Shield,consumercarnews.com,996-180-2975,0,5,Remarketing, --
Rolling Shield,sportscar365.com,996-180-2975,0,5,Remarketing, --
Rolling Shield,rightmoment.photo,996-180-2975,0,5,Remarketing, --
Rolling Shield,popfotos.com,996-180-2975,0,9,Remarketing, --
Rolling Shield,rmautobuzz.com,996-180-2975,1,22,Remarketing, --
Rolling Shield,accu.fm,996-180-2975,0,19,Remarketing, --
Rolling Shield,ringostation.com,996-180-2975,0,7,Remarketing, --
Rolling Shield,istanbul.net.tr,996-180-2975,1,2,Remarketing, --
Rolling Shield,mojosavings.com,996-180-2975,0,11,Remarketing, --
Rolling Shield,coupletattoo.com,996-180-2975,0,9,Remarketing, --
Rolling Shield,elmundo.es,996-180-2975,0,5,Remarketing, --
Rolling Shield,biography.com,996-180-2975,0,5,Remarketing, --
Rolling Shield,wikitree.com,996-180-2975,0,9,Remarketing, --
Rolling Shield,theledger.com,996-180-2975,0,5,Remarketing, --
Rolling Shield,flightradar24.com,996-180-2975,0,35,Remarketing, --
Rolling Shield,clashdaily.com,996-180-2975,0,17,Remarketing, --
Rolling Shield,donga.com,996-180-2975,1,42,Remarketing, --
Rolling Shield,realestatescorecard.com,996-180-2975,0,6,Remarketing, --
Rolling Shield,condo.com,996-180-2975,0,6,Remarketing, --
Rolling Shield,ehowenespanol.com,996-180-2975,0,5,Remarketing, --
Rolling Shield,gsn.com,996-180-2975,0,147,Remarketing, --
Rolling Shield,speedtest.net,996-180-2975,0,6,Remarketing, --
Rolling Shield,foxsports.com,996-180-2975,1,22,Remarketing, --
Rolling Shield,planetamama.com.ar,996-180-2975,0,8,Remarketing, --
Rolling Shield,young-restless.com,996-180-2975,0,5,Remarketing, --
